

------------------------------------------------------------
Application started
11:59:00.392: (I) 13732: main::lambda()                          : Internet STATUS: true
11:59:00.558: (I) 13732: main::lambda()                          : Internet STATUS: false
11:59:05.762: (I) 13732: main::lambda()                          : Internet STATUS: true
16:11:32.666: (I) 13732: main::lambda()                          : Internet STATUS: false
16:11:32.698: (I) 13732: main::lambda()                          : Internet STATUS: true
16:11:32.705: (I) 13732: main::lambda()                          : Internet STATUS: false
16:11:32.741: (I) 13732: main::lambda()                          : Internet STATUS: true
16:11:32.749: (I) 13732: main::lambda()                          : Internet STATUS: false
16:11:32.759: (I) 13732: main::lambda()                          : Internet STATUS: false
16:11:32.817: (I) 13732: main::lambda()                          : Internet STATUS: true
18:59:57.233: (I) 13732: main::lambda()                          : Internet STATUS: false
18:59:57.312: (I) 13732: main::lambda()                          : Internet STATUS: true
23:12:25.037: (I) 13732: main::lambda()                          : Internet STATUS: false
23:12:27.757: (I) 13732: main::lambda()                          : Internet STATUS: false
23:12:29.790: (I) 13732: main::lambda()                          : Internet STATUS: true
01:07:51.526: (I) 13732: main::lambda()                          : Internet STATUS: false
01:07:51.527: (I) 13732: main::lambda()                          : Internet STATUS: true
01:08:55.997: (I) 13732: main::lambda()                          : Internet STATUS: false
01:08:56.001: (I) 13732: main::lambda()                          : Internet STATUS: true
03:04:38.712: (I) 13732: main::lambda()                          : Internet STATUS: false
03:04:38.727: (I) 13732: main::lambda()                          : Internet STATUS: false
03:04:41.104: (I) 13732: main::lambda()                          : Internet STATUS: false
03:04:41.735: (I) 13732: main::lambda()                          : Internet STATUS: true
14:04:18.926: (I) 13732: main::lambda()                          : Internet STATUS: false
14:04:18.926: (I) 13732: main::lambda()                          : Internet STATUS: true
14:34:54.435: (I) 13732: main::lambda()                          : Internet STATUS: false
14:34:54.437: (I) 13732: main::lambda()                          : Internet STATUS: true
15:38:16.032: (I) 13732: main::lambda()                          : Internet STATUS: false
15:38:16.032: (I) 13732: main::lambda()                          : Internet STATUS: true
23:32:33.203: (I) 13732: main::lambda()                          : Internet STATUS: false
23:32:33.203: (I) 13732: main::lambda()                          : Internet STATUS: true
15:53:09.422: (I) 13732: main::lambda()                          : Internet STATUS: false
15:53:10.168: (I) 13732: main::lambda()                          : Internet STATUS: false
15:53:11.487: (I) 13732: main::lambda()                          : Internet STATUS: true
19:22:38.720: (I) 13732: main::lambda()                          : Internet STATUS: false
19:22:38.725: (I) 13732: main::lambda()                          : Internet STATUS: true
19:31:03.039: (I) 13732: main::lambda()                          : Internet STATUS: false
19:31:03.039: (I) 13732: main::lambda()                          : Internet STATUS: true
21:03:30.704: (I) 13732: main::lambda()                          : Internet STATUS: false
21:03:30.704: (I) 13732: main::lambda()                          : Internet STATUS: true
00:46:53.565: (I) 13732: main::lambda()                          : Internet STATUS: false
00:46:55.712: (I) 13732: main::lambda()                          : Internet STATUS: false
00:46:56.345: (I) 13732: main::lambda()                          : Internet STATUS: true
03:54:59.753: (I) 13732: main::lambda()                          : Internet STATUS: false
03:54:59.854: (I) 13732: main::lambda()                          : Internet STATUS: true
08:40:09.550: (I) 13732: main::lambda()                          : Internet STATUS: false
08:40:09.550: (I) 13732: main::lambda()                          : Internet STATUS: false
08:40:09.550: (I) 13732: main::lambda()                          : Internet STATUS: true
10:40:03.308: (I) 13732: main::lambda()                          : Internet STATUS: false
10:40:03.308: (I) 13732: main::lambda()                          : Internet STATUS: true
16:52:51.539: (I) 13732: main::lambda()                          : Internet STATUS: false
16:52:51.617: (I) 13732: main::lambda()                          : Internet STATUS: true
18:12:01.276: (I) 13732: main::lambda()                          : Internet STATUS: false
18:12:03.238: (I) 13732: main::lambda()                          : Internet STATUS: false
18:12:03.798: (I) 13732: main::lambda()                          : Internet STATUS: true
20:29:49.310: (I) 13732: main::lambda()                          : Internet STATUS: false
20:29:49.312: (I) 13732: main::lambda()                          : Internet STATUS: false
20:29:50.341: (I) 13732: main::lambda()                          : Internet STATUS: false
20:29:53.302: (I) 13732: main::lambda()                          : Internet STATUS: true
